main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
Musical Instruments,On-Stage MS7701B Tripod Microphone Boom Stand,4.5,4287,"['Durable. Steel construction delivers reliable performance and support for a wide range of microphones. Nonslip rubber feet stop skids to keep the stand safely in place on floors and stages.', 'Portable. Lightweight stand quickly folds down flat for ease of load in, setup, teardown, and load out while also enabling compact storage and efficient transportation.', 'Versatile. Height adjusts 32″–61.5″ for precise mic placement in a variety of applications and settings including concerts, shows, karaoke, churches, school music programs, and public speeches.', 'Compatible. Boom provides 30″ of reach for convenient mic placement and can be removed to convert the stand into a traditional straight tripod mic stand. The boom and main shaft are both equipped with industry-standard 5/8″-27 threading compatible with standard mic clips and accessories.', 'Professional. Includes two cable clips to neatly route cables along the stand for an organized workspace. Durable black finish resists chips and scratches to stay looking new while unobtrusively blending into any stage setup for a professional presentation.']","['Ideal for the touring professional, our height-adjustable MS7701B Euro Boom Mic Stand delivers exceptional stability in any setting, even on irregular surfaces. The removable boom arm adjusts in angle for precise mic placement, making it a versatile choice that excels in a variety of applications ranging from miking vocals to acoustic instruments to amps. The entire stand conveniently folds flat to facilitate storage and travel. Black finish.']",34.95,OnStage,"['Musical Instruments', 'Microphones & Accessories', 'Accessories', 'Stands']","{""Item Weight"": ""4.95 Pounds"", ""Product Dimensions"": ""32.5 x 4 x 4.25 inches"", ""Item model number"": ""MS7701B"", ""Best Sellers Rank"": {""Musical Instruments"": 651, ""Microphone Stands"": 27}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 13, 2004"", ""Color Name"": ""Black"", ""Material Type"": ""Alloy Steel, Metal"", ""Voltage"": ""240 Volts"", ""Color"": ""Black"", ""Brand"": ""OnStage"", ""Material"": ""Alloy Steel, Metal"", ""Item Dimensions LxWxH"": ""32.5 x 4 x 4.25 inches""}",B017NT392Q
Musical Instruments,Guitar Wall Mount 2 pack Black Guitar Hanger with Guitar Capo for Acoustic Electric Guitars,4.8,4287,[],[],None,Sound harbor,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Capos']","{""Item Weight"": ""12 ounces"", ""Package Dimensions"": ""5.83 x 4.41 x 3.39 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 70660, ""Guitar Capos"": 401}, ""Date First Available"": ""June 26, 2019"", ""Color Name"": ""2 Guitar hangr and capo"", ""Material Type"": ""aluminum alloy, Silicone, all steel""}",B07TJ66HB5
Musical Instruments,Manhasset Model #48 Sheet Music Stand,4.8,4284,"['Longest lasting, most durable music stand made.', 'Easy, automatic no-knob friction-tilt neck delivers constant tension at any tilt position.', 'Solid-brass bearings, greaseless heavy-duty chrome inner shaft, and the original ""Magic Finger Clutch"" provides one-hand friction grip.', 'Heavy-gauge, all-steel welded base provides excellent stability and requires minimum space on stage risers or in storage.', 'Secure at any height, even with a heavy load of music.']","['Manhasset M48 Symphony stand perfect for orchestras, school bands, and individual musicians that demand high quality and durability. This is Manhasset\'s most popular music stand. The Manhasset Symphony stand is used by more schools than all Other music stands combined. This Symphony stand desk measures 20 x 12 1/2. The height of this Music stand varies infinitely from 26"" To 48"" (Lip to floor), with a maximum overall height of 60 1/2. Features: longest lasting, most durable music stand made. Rugged, all aluminum, lightweight desks are ribbed for extra strength. Baked on, glare free, Black textured finish resists scratches and chipping. Easy, automatic no knob friction tilt neck delivers constant tension at any tilt position. Solid brass bearings, greaseless heavy duty chrome inner shaft, and the original counterbalanced magic finger clutch provides one hand friction grip. Secure at any height, even with a heavy load of music. Heavy gauge, all steel welded base provides excellent stability and requires minimum space on stage risers or in storage. All the components of the Manhasset music stands are available and can be purchased separately too. This includes all models of desks, shafts, bases, and all pieces of hardware and fasteners.']",None,Manhasset,"['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Sheet Music Stands']","{""Item Weight"": ""7.6 pounds"", ""Product Dimensions"": ""20 x 19 x 48 inches"", ""Item model number"": ""M1406GIOLP"", ""Best Sellers Rank"": {""Musical Instruments"": 3088, ""Sheet Music Stands"": 31}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 16, 2004"", ""Color Name"": ""Black"", ""Material Type"": ""aluminum"", ""Size"": ""1 Pack""}",B07CQS5BMH
Musical Instruments,Guitar Hanger 2 Pack Guitar Wall Mount Hangers for Electric Acoustic and Bass Guitars Ukulele,4.8,4276,"['♫ PROFESSIONAL GUITAR HANGER - All-steel structure provides better protection for your instruments. Designed for acoustic guitar, electric guitar, bass, mandolin, Ukulele etc.', '♫ 360°ALL-ROUND PROTECTION - U-shape design protects instruments from sliding off. The adjustable arms covered with soft foam provide better protection against scratches and damage.', '♫ ACCOMMODATE A VARIETY OF INSTRUMENTS - With rotating design, the yoke can be adjusted up to 360 degrees, suitable for non-symmetrical headstocks.', '♫ VALUE PACK FOR BIG SAVINGS - This all-inclusive set comes with 2 guitar wall hangers', '♫ HUNTING FOR A GIFT? - Want to give your loved one a gift to show your appreciation for his/her love of music? Then, keep this guitar hangers as a birthday/Chritmas/housewarming gift for him/her and the one will feel very motivated when recieves this gift.', '♫ GUARANTEE - Sound harbor always provides high quality and durable guitar hanger for every guitarist. We offer a 30-day money-back and replacement service for worry-free purchasing, Order it Now with No Risk.']",[],8.99,Sound harbor,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Stands, Hangers & Racks', 'Stands', 'Multiple']","{""Item Weight"": ""11.2 ounces"", ""Package Dimensions"": ""5.2 x 4.21 x 2.32 inches"", ""Item model number"": ""7539555571"", ""Best Sellers Rank"": {""Musical Instruments"": 1205, ""Stands for Multiple Guitars & Basses"": 19}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 13, 2017"", ""Body Material"": ""Metal"", ""Color Name"": ""2 Pack Metal Square"", ""Top Material"": ""Base: Strong metal , Hanger: Metal Yoke with Soft EVA Covered"", ""Material Type"": ""Metal""}",B09TH7DXB6
Musical Instruments,"Samson Technologies Q2U USB/XLR Dynamic Microphone Recording and Podcasting Pack (Includes Mic Clip, Desktop Stand, Windscreen and Cables), silver",4.6,4268,"['Best of both worlds: professional handheld dynamic microphone with USB digital output for connecting to a computer and XLR analog output for connecting to a mixer, audio interface or portable PA system', 'Sound your best: dynamic microphone capsule with a cardioid pickup pattern captures sound from in front of the microphone and less from the side and rear, minimizing ambient sounds and other room noises for podcasting, home recording or voiceover work. It also reduces possible feedback in live performance settings', 'Hear the mix: onboard 1/8"" (3. 5mm) headphone jack allows for zero-latency monitoring, so you can hear yourself without any delay or echo, plus a mix of your computer audio playback. Solid, die-cast construction with heavy gauge mesh grille', 'Start Recording: The Q2U is a plug-and-play device, meaning it doesn’t need any special drivers to work with your computer. Just connect the microphone to your computer, launch your favorite audio software, and start recording.', 'It’s All in the Box: The Q2U Recording and Podcasting Pack includes everything you need to start recording great sounding projects: an extended desktop stand with mic clip that positions the microphone close to the sound source, a pop-filter for reducing p-pops, and USB and XLR cables.']","['The Samson Q2U USB / XLR Microphone combines the convenience of digital and analog audio capture into one dynamic microphone. With XLR and USB outputs, the Q2U is the first choice for home/studio and mobile recording, as well as stage performance. The Q2U is simple to setup and outshines microphones that cost more than twice the price. It comes with a mic clip, desktop tripod stand with extension piece, windscreen, XLR cable and USB cable. . . A package with everything you need to start recording right out of the box.']",69.99,Samson,"['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Dynamic Microphones', 'Multipurpose']","{""Item Weight"": ""11.2 ounces"", ""Product Dimensions"": ""13 x 4 x 10 inches"", ""Domestic Shipping"": ""Item can be shipped within U.S."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More"", ""Country of Origin"": ""China"", ""Item model number"": ""SAM SAQ2U"", ""Batteries"": ""1 AAA batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 258, ""Multipurpose Dynamic Microphones"": 2, ""Microphone Stands"": 7}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 13, 2004"", ""Color Name"": ""Silver"", ""Compatible Devices"": ""Personal Computer"", ""Connector Type"": ""USB Type-B, XLR"", ""Hardware Interface"": ""USB"", ""Color Screen"": ""No"", ""Hardware Platform"": ""PC"", ""Power Source"": ""USB"", ""Recommended Uses For Product"": ""Podcasting"", ""Brand"": ""Samson"", ""Model Name"": ""Q2U"", ""Connectivity Technology"": ""USB"", ""Special Feature"": ""Stand"", ""Color"": ""Silver"", ""Included Components"": ""Microphone Clip, Tripod stand, Windscreen, XLR Cable, Q2U USB Microphone, USB Cable"", ""Polar Pattern"": ""Unidirectional""}",B0BV2F2YFC
Musical Instruments,"Smoke Machine, AGPTEK Fog Machine with 13 Colorful LED Lights Effect, 500W and 2000CFM Fog with 1 Wired Receiver and 2 Wireless Remote Controls, Perfect for Wedding, Halloween, Party and Stage Effect",4.5,4267,"['◆ NON-TOXIC, UNSCENTED & HIGH POWERED: As the power of fog machine is 500W, the output power reaches to around 2000 CFM (c.f./min) between 2 and 3 meters distance. The duration of fog time is about 25 seconds, and manually operate again to ensure continued spray. Besides, You can use this smoke machine without any scruples because it doesn’t produce any toxic gas.【NOTE: This fog machine ONLY works under 110-130V.】', '◆ EASY TO USE: The fog machine with lights comes with both two different wireless remotes controls, one is that you could turn on and turn off the fog machine for easy use and the other is equipped with LED light control buttons, which is convenient for you to freely switch colors.', '◆ 13 COLORS WITH RGB LIGHT EFFECT: There are total 13 colors for you to choose from, namely, red, blue, gree or mixed colors (cyan, fuchsin, yellow and white), various light effects at different speeds (fade, flash, smooth and strobe). The fog machine is also possessed of RGB LED light effect to heighten atmosphere.', '◆ DURABLE IN USE: This type of smoke machine is made from some premium-grade materials- iron as well as alumium metals, which is tough enough for better heat dissipation and durable enough for longer service life. Besides, 250ml tank ensures long lasting fog production.', '◆ ENERGY SAVING: Due to advanced electronic constant temperature system and specialized pipeline technology, this fog machine with light can save 20% energy, comparing with other tranditional smoke machines on the market. More importantly, the AGPTEK fog machine only takes 3-4 minutes to warm up quickly.']",[],None,AGPTEK,"['Musical Instruments', 'Live Sound & Stage', 'Special Effects', 'Fog Machines']","{""Item Weight"": ""4.58 pounds"", ""Package Dimensions"": ""10.39 x 6.89 x 5.98 inches"", ""Item model number"": ""ehthrew-536"", ""Best Sellers Rank"": {""Musical Instruments"": 42, ""Stage Fog Machines & Accessories"": 2}, ""Date First Available"": ""June 12, 2019""}",B07T28NQKX
Musical Instruments,midiplus AKM320 Midi Keyboard Controller,4.3,4263,"['32-note velocity sensitive mid-size key keyboard. Pitch Wheel. Modulation Wheel. Octave Buttons(Up & Down). Transpose Buttons(Up & Down).', 'Sustain Switch interface (sustain pedal does not include). USB B type: USB connect to Computer', 'Attachment Type: USB cable', 'Country of origin : Taiwan']","[""The AKM320 32 mini size master keyboard controller which includes pitch and modulation wheels, volume slider, octave buttons (up & down), transpose buttons (up & down) and sustain pedal input. It's powered via a single USB cable and works instantly with computer building Mac OS X or Windows XP and above.""]",41.9,Midiplus,"['Musical Instruments', 'Studio Recording Equipment', 'Computer Recording', 'MIDI Controllers']","{""Item Weight"": ""1.59 pounds"", ""Product Dimensions"": ""18.11 x 4.92 x 1.18 inches"", ""Item model number"": ""AKM320"", ""Best Sellers Rank"": {""Musical Instruments"": 4272, ""Computer Recording MIDI Controllers"": 28}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 20, 2015"", ""Color Name"": ""Black"", ""Connector Type"": ""USB Type B"", ""Hardware Interface"": ""USB 2.0"", ""Musical Style"": ""Electronic"", ""Number of Keyboard Keys"": ""32"", ""Size"": ""32-Key"", ""Brand"": ""Midiplus"", ""Number of Keys"": ""32"", ""Connectivity Technology"": ""USB"", ""Special Feature"": ""Velocity Sensitive Keys, Keyboard Controller"", ""Item Dimensions LxWxH"": ""18.11 x 4.92 x 1.18 inches""}",B07CQMZVYL
Musical Instruments,"M-Audio AIR 192x14 - USB Audio Interface for Studio Recording with 8 In and 4 Out, MIDI Connectivity, and Software from MPC Beats and Ableton Live Lite",4.5,4258,"['Capture Every Detail - Premium component selection and 24-bit/192kHz resolution for professional recording and monitoring to your Mac / PC;', 'Low Latency - Hi-Speed USB / USB-C circuitry gives you the fastest connection, with a class-leading round trip latency of only 2.59ms; USB and USB-C connection cables included', 'Pristine Studio Grade Capture - Transparent Crystal preamps and ultra-pristine A/D converters for unsurpassed audio recording quality', 'Connectivity - 4 XLR+¼"" TRS combo inputs, 2 ¼” instrument inputs and 2 ¼” line inputs; Stereo ¼” outputs with direct mono/stereo switch; 2 ¼” assignable auxiliary outs; 2 ¼” headphone outputs', 'Unite Your MIDI Gear - 5-pin MIDI In / Out connections for connecting synths, sequencers and other external MIDI gear', 'Feature Packed - Rugged metal chassis, large central volume control, VU LED meters and USB/Direct knob for zero latency monitoring', 'Pro Software - MPC Beats, Ableton Live Lite, Touch Loops, plus the Creative FX Collection, Xpand!2, Mini Grand, DB33, Strike, Hybrid3, and Revalver']","[""Conquer any recording session with professional studio quality and features! With the AIR 192|14, you can create 24-bit/192kHz studio-quality recordings with an intuitive and easy-to-use audio interface. Boasting an elegant pro-grade metal chassis with a large central volume knob, the AIR 192|14 features our exclusive Crystal™ low-noise pre-amps and pristine A/D converters that deliver the highest audio performance in its class. The AIR 192|14 features (4) XLR+¼” TRS combo inputs, (2) ¼” line inputs and (2) all-new ¼” instrument inputs that have a specially designed gain and impedance stage to provide the most accurate representation of a guitar or bass plugged directly into the interface. The AIR 192|14 has as a stereo pair of ¼” main outputs, and (2) ¼” assignable outputs. Two musicians can have their own separate mixes while recording using the (2) ¼” headphone outputs with independent source and level controls. The AIR 192|14 connects to your Mac or PC via a standard USB or USB-C port using one of the two included cables. This premium Hi-Speed USB connection enables you to have zero latency monitoring of your inputs, making the recording process easier than ever. The overall combination of professional audio performance, easy-to-use features, and the included AIR Series software bundle make the AIR 192|14 an amazingly versatile, high-performance audio interface that will conquer any recording session with ease. Premium Software Suite Included The AIR 192|14 comes complete with a software package that has everything to get you started including AKAI Professional's MPC Beats, Ableton Live Lite, AIR’s Creative FX Collection, Touch Loops, Xpand!2, Mini Grand, DB33, Strike, Hybrid 3 and Revalver.""]",329.0,M-Audio,"['Musical Instruments', 'Studio Recording Equipment', 'Computer Recording', 'Audio Interfaces']","{""Item Weight"": ""3.97 pounds"", ""Product Dimensions"": ""7.32 x 10.2 x 3.6 inches"", ""Country of Origin"": ""Taiwan"", ""Item model number"": ""AIR 192|14"", ""Best Sellers Rank"": {""Musical Instruments"": 2415, ""Computer Recording Audio Interfaces"": 27}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 2, 2019"", ""Compatible Devices"": ""Personal Computer"", ""Hardware Interface"": ""USB"", ""Supported Software"": ""MPC Beats, Ableton Live Lite, Touch Loops, plus the Creative FX Collection, Xpand!2, Mini Grand, DB33, Strike, Hybrid3, and RevalverMPC Beats, Ableton Live Lite, Touch Loops, plus the Creative FX Collection, Xpand!2, Mini Grand, DB33, Strike, Hybrid3, and Revalver  See more"", ""Size"": ""Air 192|14"", ""Voltage"": ""5 Volts"", ""Brand"": ""M-Audio"", ""Connectivity Technology"": ""USB"", ""Number of Channels"": ""8""}",B0B4G3QM3L
Musical Instruments,Rockville Pair Adjustable Tripod Speaker/Light Stands+(2) 20 Foot XLR Cables (RVSS2-XLR),4.7,4253,"[""This heavy-duty universal stand can be used as a Speaker Stand or a Lighting Stand! It's sturdy steel construction and custom carrying case add to the quality and support this stand gives."", 'The sturdy and expandable long tripod legs ensure that your speakers will be stable in any environment. This package also comes with two 20 foot XLR cables', 'Adjustable Height. Steel Construction. Black Color. Weight capacity: 100 LBS.', 'Adjustable Height Range: 47.25-78.75 inches. Base spread: 15-40 inches. Tube Diameter: 1.5 - 1.37 inch.', 'Leg Diameter: 1.37 inch. Includes (2) 20 Foot XLR Female to XLR Male Cables. Includes (1) Travel Bag', 'User needs a speaker on the stand to lower it because it lowers with weight']",[],69.95,Rockville,"['Musical Instruments', 'Live Sound & Stage', 'Monitors, Speakers & Subwoofers', 'Stage Speaker Stands']","{""Item Weight"": ""20.9 Pounds"", ""Product Dimensions"": ""42.8 x 10 x 5.5 inches"", ""Country of Origin"": ""China"", ""Item model number"": ""RVSS2-XLR"", ""Best Sellers Rank"": {""Musical Instruments"": 140, ""Speakers Stands"": 2}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 8, 2011"", ""Material Type"": ""Alloy Steel"", ""Brand"": ""Rockville"", ""Material"": ""Alloy Steel"", ""Item Dimensions LxWxH"": ""42.8 x 10 x 5.5 inches"", ""Fit Type"": ""Universal Fit""}",B075R94JY5
Musical Instruments,"Hola! Music Mic Stand w/Adjustable Height for Home, Studio, Office or Stage Use – Standard Clutch 2 Pack",4.6,4253,"[""Locked Legs - The quality design on our microphone stand's patented leg housing locks the legs when opened without the need of a screw."", 'Easily Adjustable - The ergonomic center clutch on our on stage mic stand allows for easy height adjustment. Adjust from 40 to 63 inches for use while singing, sitting, or standing!', 'Telescopic Boom - The metal telescopic boom on our mic boom stand comes with separate clutches that allow you to change the length and angle easily. From the vertical pole it extends between\xa04 and 27 inches.', 'Cuts Cable Clutter - Avoid crossed wires! This microphone boom stand includes standard US 5/8-27 threads as well as 2 clip-on cable holders to keep things neat and tidy.', 'Multiple Stand Options - Our microphone stands come in an array of types to better fit your sound - try the standard clutch, the low profile stand (used for kick drums), or the one hand clutch to meet your music needs!']",[],51.93,Hola! Music,"['Musical Instruments', 'Microphones & Accessories', 'Accessories', 'Stands']","{""Item Weight"": ""5.29 Pounds"", ""Package Dimensions"": ""34.2 x 7 x 4 inches"", ""Item model number"": ""HPS-101ABx2"", ""Best Sellers Rank"": {""Musical Instruments"": 1034, ""Microphone Stands"": 41}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""June 9, 2015"", ""Color Name"": ""Black"", ""Material Type"": ""Metal"", ""Size"": ""2 PACK"", ""Color"": ""Black"", ""Brand"": ""Hola! Music"", ""Material"": ""Metal"", ""Style"": ""Tripod Stands""}",B077Z635YX
Musical Instruments,Sony Electret Condenser Vocal Microphone | ECM-PCV80U (Japanese Import),4.0,4249,"['Frequency characteristic: 80-15,000Hz', 'Size (microphone part): (D) 43 x (L) 160mm', 'Size (stand base diameter x height): 100mm x 120mm', 'Grip diameter: About 21-40 mm', 'Accessories: Microphone cord, microphone holder, table stand, USB Audio Box, USB cable']",[],69.99,Sony,"['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Condenser Microphones', 'Vocal']","{""Item Weight"": ""1.07 pounds"", ""Product Dimensions"": ""2.95 x 4.13 x 12.4 inches"", ""Item model number"": ""ECM-PCV80U"", ""Best Sellers Rank"": {""Musical Instruments"": 118960, ""Vocal Condenser Microphones"": 128}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 17, 2012"", ""Connector Type"": ""USB"", ""Material Type"": ""Die cast"", ""Power Source"": ""Corded Electric""}",B005M2HDA6
Musical Instruments,Shubb C1 Nickel Capo for Steel String Guitar,4.8,4249,[],['This slightly curved design fits most acoustic steel string and electric guitars. Shubb quality ensures top-level performance.'],None,Shubb,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Capos']","{""Item Weight"": ""0.15 Pounds"", ""Product Dimensions"": ""4 x 0.3 x 2 inches"", ""Item model number"": ""C1"", ""Best Sellers Rank"": {""Musical Instruments"": 15581, ""Guitar Capos"": 148}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 16, 2004"", ""Color Name"": ""Chrome"", ""Compatible Devices"": ""Electric guitars"", ""Number of Strings"": ""6"", ""Material Type"": ""Alloy Steel, Nickel"", ""Size"": ""standard"", ""Brand"": ""Shubb"", ""Color"": ""Chrome"", ""Material"": ""Alloy Steel, Nickel"", ""Style"": ""C1 Nickel Capo""}",B0BHSJ5XCF
Musical Instruments,"Fstop Labs 2"" X 12"" X 12"" Acoustic Foam Panels, Studio Wedge Tiles, Sound Panels wedges Soundproof Sound Foam Insulation, Sound Absorbing Panel, 25 Blocks Square Design (12 Pack, Black)",4.1,4248,"['[REDUCE NOISE]: Our 3D acoustically designed 2 inch soundproof foam helps break up sound waves providing the ideal level of moderate sound control on walls or ceilings.', '[REDUCE REVERB]: At 50/lbs per cubic yard, these acoustic panels effectively absorb unwanted flutter echoes. Made up of non-toxic environmentally friendly polyurethane sound foam padding at 50/lbs per cubic yard.', '[EXPANDS QUICKLY]: Our sound proof foam panels come compressed in a vacuum package and quickly recover to normal size, either by placing in a well-ventilated place for about 24-48 hours or soaking the sound dampening panels in water for one minute then wringing the water out and using a hair dryer or letting it air/sun dry.', '[PLACE ANYWHERE]: These soundproof wall panels/sound proofing padding for wall are great for spot treating sound on walls in your studio or office - For use in recording studios, control rooms, Offices home studios, home entertainment theaters, Home Offices. Easy to shape and cut to size, altering won’t affect performance.', '[AFTER SERVICE WARRANTY]: Our US based customer service means that you can trust that if you’re not satisfied for any reason, you can get a hassle-free refund or replacement.']",[],23.99,Fstop Labs,"['Musical Instruments', 'Studio Recording Equipment', 'Studio Environment', 'Acoustical Treatments']","{""Item Weight"": ""1.9 pounds"", ""Package Dimensions"": ""12 x 11.5 x 2.3 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 382, ""Recording Studio Acoustical Treatments"": 13}, ""Date First Available"": ""May 28, 2020"", ""Color Name"": ""Black (25 block Square)"", ""Size"": ""12 Pack""}",B08R76GH14
Musical Instruments,"JIM DUNLOP Straplok Dual Design Strap Retainer System, Black",4.8,4246,"['360 groove-and-ball design allows unit to rotate without catching', 'Same strap can be used with several guitars as the button is interchangeable', 'Release-tested up to 800 lbs.', '2 strap attachments are included', 'Model Number: SLS1033BK']","['Dunlop Straplock Strap Retainer-Dual Design, Black', 'View larger', 'Dunlop Straplock Strap Retainer-Dual Design, Black', 'View larger', 'Dunlop Straplock Strap Retainer-Dual Design, Black', ""The choice of pros, Dunlop's STRAPLOK system is the most trusted strap retainer system all over the world. Safely and easily secures your guitar or bass to your strap so you don't have to worry about losing your instrument. Each pack contains one pair of strap retainers and directions for easy installation."", 'About Dunlop Manufacturing, Inc.', 'Located in Benicia, California, Dunlop Manufacturing, Inc. was founded as a small, family-owned and operated company in 1965, and has since grown to be a leading manufacturer of electronic effects, picks, capos, slides, strings and other musical instrument accessories. Dunlop is the home of such legendary products as the Crybaby wah and Tortex picks.', 'Features', ""Comes as standard equipment on many of the world's top guitars and basses"", ""Comes as standard equipment on many of the world's top guitars and basses"", 'Two strap attachments are included', 'Two strap attachments are included', 'Wider flange button provides extra security', 'Wider flange button provides extra security', 'High quality black plating', 'High quality black plating']",19.99,JIM DUNLOP,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Straps & Strap Locks', 'Strap Locks']","{""Item Weight"": ""1.6 ounces"", ""Product Dimensions"": ""1.5 x 4.5 x 2.8 inches"", ""Domestic Shipping"": ""Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues."", ""International Shipping"": ""This item can be shipped to select countries outside of the U.S.  Learn More"", ""Country of Origin"": ""USA"", ""Item model number"": ""SLS1033BK"", ""Best Sellers Rank"": {""Musical Instruments"": 693, ""Guitar Strap Locks"": 7}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 30, 2004"", ""Color Name"": ""Black"", ""Material Type"": ""Steel""}",B00H35YIJE
Musical Instruments,"UGREEN 1/4 Inch Guitar Cable Instrument Cable 6.35mm Mono Jack TS Unbalanced Patch Speaker Cable Braided Straight Male Amp Cord Zinc Alloy Casing Compatible with Electric Guitar Bass Keyboard, 15FT",4.6,4233,"['Works Out of the Box: UGREEN Electric Guitar Cable 1/4 TS cable connect instruments such as synths, keyboards, guitars and other professional audio equipment', 'Astonishing Sound Quality: With 24K gold-plated corrosion resistance connectors and double shielding, 1/4 inch cable blocks interference from outside sources and delivers clear and crisp audio', 'Lossless Audio Transfer: Pure copper core provides maximum conductivity and durability, this guitar amp cord can transfer high purity audio signals with minimum loss and bring you a different auditory experience', 'Upgraded Durability: Zinc alloy case and double layer nylon braid guards against harsh installs where the 1/4 cable is tugged across sharp edges, protecting it from being scratched', 'Wide Compatibility: the 1/4-Inch Straight-to-Straight plug fits all devices with a 6.35 mm jack socket, compatible with the Yamaha keyboard, Casio keyboard, Roland keyboard, electric keyboard, digital piano, home theatre, speaker, bass amplifier, recorder, mixer, guitar, etc.']",[],14.99,UGREEN,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'Instrument Cables']","{""Brand"": ""UGREEN"", ""Connector Type"": ""Auxiliary"", ""Cable Type"": ""AUX"", ""Compatible Devices"": ""Speaker"", ""Special Feature"": ""Braided"", ""Color"": ""Grey"", ""Connector Gender"": ""Male-to-Male"", ""Shape"": ""Round"", ""Unit Count"": ""1 Count"", ""Item Weight"": ""9.2 ounces"", ""Indoor/Outdoor Usage"": ""Outdoor, Indoor"", ""Package Type"": ""Standard Packaging"", ""Product Dimensions"": ""0.98 x 6.42 x 9.02 inches"", ""Item model number"": ""10640"", ""Best Sellers Rank"": {""Musical Instruments"": 27761, ""Instrument Cables"": 559}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 10, 2015"", ""Color Name"": ""Grey"", ""Size"": ""15FT"", ""Color Screen"": ""No"", ""Voltage"": ""5 Volts""}",B0819XW78V
